1.503800000000000137e-01,8.681999999999998052e-02,9.848099999999999632e-01
8.682000000000000828e-02,1.503800000000000137e-01,9.848099999999999632e-01
2.126599166719378819e-17,1.736499999999999988e-01,9.848099999999999632e-01
-8.681999999999998052e-02,1.503800000000000137e-01,9.848099999999999632e-01
-1.503800000000000137e-01,8.682000000000000828e-02,9.848099999999999632e-01
-1.736499999999999988e-01,2.126599166719378819e-17,9.848099999999999632e-01
-1.503800000000000137e-01,-8.681999999999998052e-02,9.848099999999999632e-01
-8.682000000000000828e-02,-1.503800000000000137e-01,9.848099999999999632e-01
-2.126599166719378819e-17,-1.736499999999999988e-01,9.848099999999999632e-01
8.681999999999998052e-02,-1.503800000000000137e-01,9.848099999999999632e-01
1.503800000000000137e-01,-8.682000000000000828e-02,9.848099999999999632e-01
1.736499999999999988e-01,-2.126599166719378819e-17,9.848099999999999632e-01
1.830100000000000338e-01,1.830099999999999782e-01,9.659299999999999553e-01
6.699000000000002175e-02,2.500000000000000000e-01,9.659299999999999553e-01
-6.698999999999996624e-02,2.500000000000000000e-01,9.659299999999999553e-01
-1.830099999999999782e-01,1.830100000000000338e-01,9.659299999999999553e-01
-2.500000000000000000e-01,6.699000000000002175e-02,9.659299999999999553e-01
-2.500000000000000000e-01,-6.698999999999996624e-02,9.659299999999999553e-01
-1.830100000000000338e-01,-1.830099999999999782e-01,9.659299999999999553e-01
-6.699000000000002175e-02,-2.500000000000000000e-01,9.659299999999999553e-01
6.698999999999996624e-02,-2.500000000000000000e-01,9.659299999999999553e-01
1.830099999999999782e-01,-1.830100000000000338e-01,9.659299999999999553e-01
2.500000000000000000e-01,-6.699000000000002175e-02,9.659299999999999553e-01
2.500000000000000000e-01,6.698999999999996624e-02,9.659299999999999553e-01
2.962000000000000188e-01,1.710099999999999676e-01,9.396900000000000253e-01
1.710100000000000231e-01,2.962000000000000188e-01,9.396900000000000253e-01
4.188536982443777582e-17,3.420199999999999907e-01,9.396900000000000253e-01
-1.710099999999999676e-01,2.962000000000000188e-01,9.396900000000000253e-01
-2.962000000000000188e-01,1.710100000000000231e-01,9.396900000000000253e-01
-3.420199999999999907e-01,4.188536982443777582e-17,9.396900000000000253e-01
-2.962000000000000188e-01,-1.710099999999999676e-01,9.396900000000000253e-01
-1.710100000000000231e-01,-2.962000000000000188e-01,9.396900000000000253e-01
-4.188536982443777582e-17,-3.420199999999999907e-01,9.396900000000000253e-01
1.710099999999999676e-01,-2.962000000000000188e-01,9.396900000000000253e-01
2.962000000000000188e-01,-1.710100000000000231e-01,9.396900000000000253e-01
3.420199999999999907e-01,-4.188536982443777582e-17,9.396900000000000253e-01
3.535500000000000309e-01,3.535499999999999199e-01,8.660299999999999665e-01
1.294100000000000528e-01,4.829600000000000004e-01,8.660299999999999665e-01
-1.294099999999999417e-01,4.829600000000000004e-01,8.660299999999999665e-01
-3.535499999999999199e-01,3.535500000000000309e-01,8.660299999999999665e-01
-4.829600000000000004e-01,1.294100000000000528e-01,8.660299999999999665e-01
-4.829600000000000004e-01,-1.294099999999999417e-01,8.660299999999999665e-01
-3.535500000000000309e-01,-3.535499999999999199e-01,8.660299999999999665e-01
-1.294100000000000528e-01,-4.829600000000000004e-01,8.660299999999999665e-01
1.294099999999999417e-01,-4.829600000000000004e-01,8.660299999999999665e-01
3.535499999999999199e-01,-3.535500000000000309e-01,8.660299999999999665e-01
4.829600000000000004e-01,-1.294100000000000528e-01,8.660299999999999665e-01
4.829600000000000004e-01,1.294099999999999417e-01,8.660299999999999665e-01
6.123699999999999699e-01,3.535499999999999199e-01,7.071100000000000163e-01
3.535500000000000309e-01,6.123699999999999699e-01,7.071100000000000163e-01
8.659599981450848910e-17,7.071100000000000163e-01,7.071100000000000163e-01
-3.535499999999999199e-01,6.123699999999999699e-01,7.071100000000000163e-01
-6.123699999999999699e-01,3.535500000000000309e-01,7.071100000000000163e-01
-7.071100000000000163e-01,8.659599981450848910e-17,7.071100000000000163e-01
-6.123699999999999699e-01,-3.535499999999999199e-01,7.071100000000000163e-01
-3.535500000000000309e-01,-6.123699999999999699e-01,7.071100000000000163e-01
-8.659599981450848910e-17,-7.071100000000000163e-01,7.071100000000000163e-01
3.535499999999999199e-01,-6.123699999999999699e-01,7.071100000000000163e-01
6.123699999999999699e-01,-3.535500000000000309e-01,7.071100000000000163e-01
7.071100000000000163e-01,-8.659599981450848910e-17,7.071100000000000163e-01
6.123700000000000809e-01,6.123699999999998589e-01,5.000000000000000000e-01
2.241400000000001169e-01,8.365200000000000413e-01,5.000000000000000000e-01
-2.241399999999998949e-01,8.365200000000000413e-01,5.000000000000000000e-01
-6.123699999999998589e-01,6.123700000000000809e-01,5.000000000000000000e-01
-8.365200000000000413e-01,2.241400000000001169e-01,5.000000000000000000e-01
-8.365200000000000413e-01,-2.241399999999998949e-01,5.000000000000000000e-01
-6.123700000000000809e-01,-6.123699999999998589e-01,5.000000000000000000e-01
-2.241400000000001169e-01,-8.365200000000000413e-01,5.000000000000000000e-01
2.241399999999998949e-01,-8.365200000000000413e-01,5.000000000000000000e-01
6.123699999999998589e-01,-6.123700000000000809e-01,5.000000000000000000e-01
8.365200000000000413e-01,-2.241400000000001169e-01,5.000000000000000000e-01
8.365200000000000413e-01,2.241399999999998949e-01,5.000000000000000000e-01
4.881500000000000838e-01,8.454999999999999183e-01,2.164399999999999935e-01
1.195622670007560889e-16,9.762999999999999456e-01,2.164399999999999935e-01
-4.881499999999998618e-01,8.455000000000001403e-01,2.164399999999999935e-01
-8.454999999999999183e-01,4.881500000000000838e-01,2.164399999999999935e-01
-9.762999999999999456e-01,1.195622670007560889e-16,2.164399999999999935e-01
-8.455000000000001403e-01,-4.881499999999998618e-01,2.164399999999999935e-01
-4.881500000000000838e-01,-8.454999999999999183e-01,2.164399999999999935e-01
-1.195622670007560889e-16,-9.762999999999999456e-01,2.164399999999999935e-01
4.881499999999998618e-01,-8.455000000000001403e-01,2.164399999999999935e-01
8.454999999999999183e-01,-4.881500000000000838e-01,2.164399999999999935e-01
9.762999999999999456e-01,-1.195622670007560889e-16,2.164399999999999935e-01
8.455000000000001403e-01,4.881499999999998618e-01,2.164399999999999935e-01
7.010600000000001275e-01,7.010599999999999055e-01,1.305300000000000071e-01
2.566000000000001058e-01,9.576599999999999557e-01,1.305300000000000071e-01
-2.565999999999998837e-01,9.576599999999999557e-01,1.305300000000000071e-01
-7.010599999999999055e-01,7.010600000000001275e-01,1.305300000000000071e-01
-9.576599999999999557e-01,2.566000000000001058e-01,1.305300000000000071e-01
-9.576599999999999557e-01,-2.565999999999998837e-01,1.305300000000000071e-01
-7.010600000000001275e-01,-7.010599999999999055e-01,1.305300000000000071e-01
-2.566000000000001058e-01,-9.576599999999999557e-01,1.305300000000000071e-01
2.565999999999998837e-01,-9.576599999999999557e-01,1.305300000000000071e-01
7.010599999999999055e-01,-7.010600000000001275e-01,1.305300000000000071e-01
9.576599999999999557e-01,-2.566000000000001058e-01,1.305300000000000071e-01
9.576599999999999557e-01,2.565999999999998837e-01,1.305300000000000071e-01
4.995200000000001306e-01,8.651999999999998581e-01,4.361999999999999905e-02
1.223483384688163329e-16,9.990499999999999936e-01,4.361999999999999905e-02
-4.995199999999999085e-01,8.652000000000000801e-01,4.361999999999999905e-02
-8.651999999999998581e-01,4.995200000000001306e-01,4.361999999999999905e-02
-9.990499999999999936e-01,1.223483384688163329e-16,4.361999999999999905e-02
-8.652000000000000801e-01,-4.995199999999999085e-01,4.361999999999999905e-02
-4.995200000000001306e-01,-8.651999999999998581e-01,4.361999999999999905e-02
-1.223483384688163329e-16,-9.990499999999999936e-01,4.361999999999999905e-02
4.995199999999999085e-01,-8.652000000000000801e-01,4.361999999999999905e-02
8.651999999999998581e-01,-4.995200000000001306e-01,4.361999999999999905e-02
9.990499999999999936e-01,-1.223483384688163329e-16,4.361999999999999905e-02
8.652000000000000801e-01,4.995199999999999085e-01,4.361999999999999905e-02
